Gemeinde;Straﬂenschl¸ssel;Straﬂenname;Hausnummer;BP Position (ETRS89_UTM32 (mm));BP Kennzeichen (ETRS89_UTM32 (mm))
Stadt Flensburg;00671;Wotanweg;43;526895779.000,6073367258.000 ;526896409.000,6073365453.000 
Stadt Flensburg;00671;Wotanweg;49;526864236.000,6073376245.000 ;526859206.000,6073378217.000 
Stadt Flensburg;00671;Wotanweg;;526839242.000,6073353699.000 ;526834196.000,6073355271.000 
Stadt Flensburg;00671;Wotanweg;4;526812810.000,6073329959.000 ;526810069.000,6073333913.000 
Stadt Flensburg;00671;Wotanweg;;526792645.000,6073312110.000 ;526787651.000,6073313410.000 
Stadt Flensburg;00671;Wotanweg;;526760670.000,6073284946.000 ;526760937.000,6073286981.000 
Stadt Flensburg;00671;Wotanweg;;526735209.000,6073263212.000 ;526737939.000,6073262086.000 
Stadt Flensburg;00671;Wotanweg;44;526844853.000,6073420121.000 ;526847891.000,6073421118.000 
Stadt Flensburg;00064;Baldurweg;1;526577625.000,6073436336.000 ;526576162.000,6073434208.000 
Stadt Flensburg;00064;Baldurweg;11;526602975.000,6073404086.000 ;526604827.000,6073404263.000 
Stadt Flensburg;00064;Baldurweg;19;526629141.000,6073372824.000 ;526627626.000,6073365616.000 
Stadt Flensburg;00020;Am Katharinenhof;;526914044.000,6073375722.000 ;526914974.000,6073376696.000 
Stadt Flensburg;00020;Am Katharinenhof;;526895353.000,6073344005.000 ;526888075.000,6073345442.000 
Stadt Flensburg;00020;Am Katharinenhof;;526879606.000,6073324433.000 ;526871133.000,6073325010.000 
Stadt Flensburg;00020;Am Katharinenhof;;526858901.000,6073303479.000 ;526859618.000,6073303915.000 
Stadt Flensburg;00020;Am Katharinenhof;;526834394.000,6073279875.000 ;526835333.000,6073278668.000 
Stadt Flensburg;00064;Baldurweg;;526605222.000,6073352932.000 ;526606757.000,6073350140.000 
Stadt Flensburg;00177;Freyastraﬂe;9;526584736.000,6073334491.000 ;526588563.000,6073334111.000 
Stadt Flensburg;00177;Freyastraﬂe;9;526607676.000,6073309597.000 ;526610761.000,6073310509.000 
Stadt Flensburg;00177;Freyastraﬂe;5;526630096.000,6073285461.000 ;526622660.000,6073285274.000 
Stadt Flensburg;00340;Knuthstraﬂe;;527399394.000,6071598254.000 ;527395077.000,6071600336.000 
Stadt Flensburg;00136;Eckenerstraﬂe;;527024763.000,6072075934.000 ;527025864.000,6072075351.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528214107.000,6071840872.000 ;528206217.000,6071840979.000 
Stadt Flensburg;00234;Hafendamm;53;528201963.000,6071802818.000 ;528194765.000,6071804764.000 
Stadt Flensburg;00637;Unterer Lautrupweg;15;528407247.000,6071764337.000 ;528407488.000,6071765795.000 
Stadt Flensburg;00637;Unterer Lautrupweg;;528234673.000,6071767358.000 ;528227735.000,6071768255.000 
Stadt Flensburg;00637;Unterer Lautrupweg;;528263822.000,6071791750.000 ;528258291.000,6071794326.000 
Stadt Flensburg;00637;Unterer Lautrupweg;;528292533.000,6071807695.000 ;528290063.000,6071808332.000 
Stadt Flensburg;00637;Unterer Lautrupweg;;528284802.000,6071819981.000 ;528277032.000,6071818102.000 
Stadt Flensburg;00637;Unterer Lautrupweg;;528299000.000,6071780722.000 ;528292445.000,6071779791.000 
Stadt Flensburg;00065;Ballastbr¸cke;6;528282712.000,6071864830.000 ;528272950.000,6071864033.000 
Stadt Flensburg;00065;Ballastbr¸cke;6;528272093.000,6071856758.000 ;528265182.000,6071855564.000 
Stadt Flensburg;00023;Am Lautrupsbach;;528296295.000,6071838709.000 ;528289590.000,6071839360.000 
Stadt Flensburg;00637;Unterer Lautrupweg;;528303500.000,6071827074.000 ;528298250.000,6071824611.000 
Stadt Flensburg;00023;Am Lautrupsbach;;528315738.000,6071794311.000 ;528308409.000,6071795116.000 
Stadt Flensburg;00455;Oberer Lautrupweg;24;528425209.000,6071737638.000 ;528424666.000,6071740788.000 
Stadt Flensburg;00637;Unterer Lautrupweg;16;528323447.000,6071773976.000 ;528318037.000,6071771782.000 
Stadt Flensburg;00637;Unterer Lautrupweg;18;528351411.000,6071773428.000 ;528347900.000,6071775656.000 
Stadt Flensburg;00637;Unterer Lautrupweg;20b;528379050.000,6071770305.000 ;528371845.000,6071774301.000 
Stadt Flensburg;00234;Hafendamm;53;528175180.000,6071796547.000 ;528177159.000,6071796076.000 
Stadt Flensburg;00065;Ballastbr¸cke;;528185295.000,6071847869.000 ;528186962.000,6071847317.000 
Stadt Flensburg;00017;Am Friedensh¸gel;;526208856.000,6069936777.000 ;526208543.000,6069938130.000 
Stadt Flensburg;00017;Am Friedensh¸gel;;526206926.000,6069944649.000 ;526212701.000,6069945455.000 
Stadt Flensburg;00662;Westerallee;;525384769.000,6069991831.000 ;525386811.000,6069991262.000 
Stadt Flensburg;00662;Westerallee;;525387243.000,6069960675.000 ;525389478.000,6069963977.000 
Stadt Flensburg;00495;Ramsharde;48;526650824.000,6073514992.000 ;526647068.000,6073515267.000 
Stadt Flensburg;00495;Ramsharde;40;526678866.000,6073537659.000 ;526676124.000,6073538446.000 
Stadt Flensburg;00495;Ramsharde;32;526708447.000,6073560494.000 ;526710049.000,6073559315.000 
Stadt Flensburg;00495;Ramsharde;26;526741774.000,6073586097.000 ;526742988.000,6073585979.000 
Stadt Flensburg;00671;Wotanweg;31;526827067.000,6073455068.000 ;526827454.000,6073456749.000 
Stadt Flensburg;00671;Wotanweg;24;526812723.000,6073487422.000 ;526815241.000,6073487038.000 
Stadt Flensburg;00671;Wotanweg;24;526799079.000,6073518685.000 ;526800905.000,6073519243.000 
Stadt Flensburg;00671;Wotanweg;11;526784886.000,6073551097.000 ;526786043.000,6073550994.000 
Stadt Flensburg;00671;Wotanweg;1;526770545.000,6073583480.000 ;526771866.000,6073583847.000 
Stadt Flensburg;00495;Ramsharde;20;526762423.000,6073600491.000 ;526760458.000,6073598234.000 
Stadt Flensburg;00495;Ramsharde;12;526796619.000,6073619464.000 ;526788204.000,6073618215.000 
Stadt Flensburg;00495;Ramsharde;6;526826336.000,6073631451.000 ;526824305.000,6073628873.000 
Stadt Flensburg;00495;Ramsharde;6;526854351.000,6073638815.000 ;526855161.000,6073637469.000 
Stadt Flensburg;00495;Ramsharde;2;526889464.000,6073644275.000 ;526888191.000,6073641794.000 
Stadt Flensburg;00581;Strandweg;;527691928.000,6073027073.000 ;527693690.000,6073026109.000 
Stadt Flensburg;00581;Strandweg;;527710713.000,6073027570.000 ;527711771.000,6073025388.000 
Stadt Flensburg;00581;Strandweg;;527924201.000,6073136155.000 ;527923966.000,6073137509.000 
Stadt Flensburg;00581;Strandweg;;527731057.000,6073028532.000 ;527732369.000,6073027852.000 
Stadt Flensburg;00581;Strandweg;;527762699.000,6073033578.000 ;527762648.000,6073031291.000 
Stadt Flensburg;00581;Strandweg;;527784450.000,6073040557.000 ;527785382.000,6073038030.000 
Stadt Flensburg;00581;Strandweg;;527818054.000,6073055572.000 ;527819085.000,6073055626.000 
Stadt Flensburg;00581;Strandweg;;527851372.000,6073072135.000 ;527852094.000,6073073888.000 
Stadt Flensburg;00581;Strandweg;;527877887.000,6073088671.000 ;527876992.000,6073089845.000 
Stadt Flensburg;00581;Strandweg;;527898297.000,6073104203.000 ;527892293.000,6073105143.000 
Stadt Flensburg;00445;Norderhofenden;;527981854.000,6071380786.000 ;527978441.000,6071378265.000 
Stadt Flensburg;00445;Norderhofenden;;527965386.000,6071398928.000 ;527959093.000,6071398866.000 
Stadt Flensburg;00445;Norderhofenden;;527949785.000,6071415862.000 ;527946301.000,6071412447.000 
Stadt Flensburg;00445;Norderhofenden;;527924729.000,6071417926.000 ;527921076.000,6071426008.000 
Stadt Flensburg;00445;Norderhofenden;;528159663.000,6071265961.000 ;528159759.000,6071267314.000 
Stadt Flensburg;00632;Speicherlinie;;527920838.000,6071301987.000 ;527923384.000,6071301695.000 
Stadt Flensburg;00632;Speicherlinie;32;527930650.000,6071275457.000 ;527930388.000,6071274081.000 
Stadt Flensburg;00234;Hafendamm;;528213358.000,6071262786.000 ;528214372.000,6071262160.000 
Stadt Flensburg;00234;Hafendamm;;528190894.000,6071263838.000 ;528189176.000,6071265002.000 
Stadt Flensburg;00559;Schwarzer Weg;;526638576.000,6073513115.000 ;526632485.000,6073514164.000 
Stadt Flensburg;00559;Schwarzer Weg;;526617506.000,6073538237.000 ;526620021.000,6073539528.000 
Stadt Flensburg;00559;Schwarzer Weg;33;526599823.000,6073566579.000 ;526602608.000,6073567607.000 
Stadt Flensburg;00559;Schwarzer Weg;31;526582504.000,6073594997.000 ;526578491.000,6073600420.000 
Stadt Flensburg;00568;Sigurdstraﬂe;10;526789615.000,6073699630.000 ;526790905.000,6073697742.000 
Stadt Flensburg;00568;Sigurdstraﬂe;8;526821621.000,6073708784.000 ;526821895.000,6073706132.000 
Stadt Flensburg;00568;Sigurdstraﬂe;6;526858710.000,6073716913.000 ;526859533.000,6073715081.000 
Stadt Flensburg;00568;Sigurdstraﬂe;2;526888999.000,6073722130.000 ;526885200.000,6073719438.000 
Stadt Flensburg;00568;Sigurdstraﬂe;12;526755722.000,6073689895.000 ;526753367.000,6073687286.000 
Stadt Flensburg;00568;Sigurdstraﬂe;16;526724144.000,6073679696.000 ;526720870.000,6073676527.000 
Stadt Flensburg;00568;Sigurdstraﬂe;18;526684242.000,6073664486.000 ;526681981.000,6073662219.000 
Stadt Flensburg;00568;Sigurdstraﬂe;24b;526651870.000,6073651133.000 ;526649706.000,6073648745.000 
Stadt Flensburg;00568;Sigurdstraﬂe;26;526623793.000,6073638108.000 ;526621753.000,6073635840.000 
Stadt Flensburg;00568;Sigurdstraﬂe;28;526604883.000,6073628963.000 ;526603845.000,6073626804.000 
Stadt Flensburg;00568;Sigurdstraﬂe;32;526580235.000,6073616699.000 ;526581180.000,6073615156.000 
Stadt Flensburg;00495;Ramsharde;80;526535704.000,6073427274.000 ;526536552.000,6073427112.000 
Stadt Flensburg;00495;Ramsharde;88;526507740.000,6073409593.000 ;526508370.000,6073407311.000 
Stadt Flensburg;00495;Ramsharde;98;526482619.000,6073391001.000 ;526483153.000,6073388772.000 
Stadt Flensburg;00495;Ramsharde;;526456452.000,6073370509.000 ;526452497.000,6073366411.000 
Stadt Flensburg;00568;Sigurdstraﬂe;36;526545346.000,6073594597.000 ;526547177.000,6073594343.000 
Stadt Flensburg;00568;Sigurdstraﬂe;38;526517769.000,6073576462.000 ;526513244.000,6073572296.000 
Stadt Flensburg;00568;Sigurdstraﬂe;44;526490815.000,6073556875.000 ;526492157.000,6073556692.000 
Stadt Flensburg;00568;Sigurdstraﬂe;46;526463859.000,6073537345.000 ;526461931.000,6073535117.000 
Stadt Flensburg;00568;Sigurdstraﬂe;48;526437948.000,6073518385.000 ;526438903.000,6073518633.000 
Stadt Flensburg;00495;Ramsharde;104;526453913.000,6073381471.000 ;526446187.000,6073380322.000 
Stadt Flensburg;00495;Ramsharde;;526433595.000,6073407838.000 ;526426004.000,6073405663.000 
Stadt Flensburg;00495;Ramsharde;;526437660.000,6073354849.000 ;526436378.000,6073352125.000 
Stadt Flensburg;00495;Ramsharde;;526409099.000,6073437061.000 ;526410663.000,6073437691.000 
Stadt Flensburg;00568;Sigurdstraﬂe;;526416831.000,6073457844.000 ;526418691.000,6073457381.000 
Stadt Flensburg;00568;Sigurdstraﬂe;65;526414023.000,6073487939.000 ;526415612.000,6073489098.000 
Stadt Flensburg;00069;Bauer Landstraﬂe;146;526395313.000,6073351931.000 ;526397659.000,6073351604.000 
Stadt Flensburg;00069;Bauer Landstraﬂe;156;526371726.000,6073379874.000 ;526373455.000,6073379998.000 
Stadt Flensburg;00069;Bauer Landstraﬂe;166;526346905.000,6073405843.000 ;526345094.000,6073409172.000 
Stadt Flensburg;00069;Bauer Landstraﬂe;176;526316126.000,6073433048.000 ;526314282.000,6073435349.000 
Stadt Flensburg;00069;Bauer Landstraﬂe;180;526291103.000,6073454935.000 ;526290650.000,6073456776.000 
Stadt Flensburg;00069;Bauer Landstraﬂe;182;526269925.000,6073473678.000 ;526269102.000,6073476177.000 
Stadt Flensburg;00193;Frˆsleeweg;2;526386275.000,6073319362.000 ;526378516.000,6073320267.000 
Stadt Flensburg;00193;Frˆsleeweg;2;526351167.000,6073302840.000 ;526346860.000,6073300138.000 
Stadt Flensburg;00193;Frˆsleeweg;4;526318169.000,6073279178.000 ;526317211.000,6073276693.000 
Stadt Flensburg;00069;Bauer Landstraﬂe;140;526419880.000,6073321149.000 ;526421341.000,6073321065.000 
Stadt Flensburg;00069;Bauer Landstraﬂe;136;526424052.000,6073296454.000 ;526426077.000,6073291999.000 
Stadt Flensburg;00069;Bauer Landstraﬂe;134;526442445.000,6073292794.000 ;526441917.000,6073294988.000 
Stadt Flensburg;00379;Lornsendamm;;526436357.000,6072443242.000 ;526429313.000,6072445362.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526511894.000,6072283545.000 ;526512502.000,6072282820.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526542739.000,6072274611.000 ;526538059.000,6072272345.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526518213.000,6072164776.000 ;526519399.000,6072164172.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526523721.000,6072200116.000 ;526524219.000,6072200568.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526531156.000,6072236348.000 ;526531712.000,6072234691.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;12;526657306.000,6072227234.000 ;526649805.000,6072226793.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526638310.000,6072217686.000 ;526631076.000,6072216540.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526574085.000,6072254152.000 ;526575628.000,6072255909.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526605328.000,6072233096.000 ;526605991.000,6072235030.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526684849.000,6072217994.000 ;526680925.000,6072214462.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526693026.000,6072195200.000 ;526691019.000,6072192814.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;2;526612297.000,6072139324.000 ;526613071.000,6072139765.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;6;526624263.000,6072168023.000 ;526624765.000,6072166792.000 
Stadt Flensburg;00080;Bjˆrnsonstraﬂe;;526641392.000,6072197768.000 ;526643314.000,6072197924.000 
Stadt Flensburg;00370;Lornsenstraﬂe;;526630839.000,6072114501.000 ;526624775.000,6072117536.000 
Stadt Flensburg;00654;Waldstraﬂe;;526607682.000,6072038737.000 ;526608037.000,6072036517.000 
Stadt Flensburg;00370;Lornsenstraﬂe;;526619031.000,6072072688.000 ;526616938.000,6072069772.000 
Stadt Flensburg;00370;Lornsenstraﬂe;;526630337.000,6072104769.000 ;526631683.000,6072103444.000 
Stadt Flensburg;00379;Lornsendamm;;526428339.000,6072124502.000 ;526429935.000,6072123546.000 
Stadt Flensburg;00379;Lornsendamm;;526441210.000,6072154770.000 ;526443284.000,6072153655.000 
Stadt Flensburg;00379;Lornsendamm;;526450039.000,6072181447.000 ;526451183.000,6072180876.000 
Stadt Flensburg;00379;Lornsendamm;;526457821.000,6072244141.000 ;526458963.000,6072243612.000 
Stadt Flensburg;00379;Lornsendamm;;526455265.000,6072212608.000 ;526456257.000,6072212136.000 
Stadt Flensburg;00557;Schwalbenstraﬂe;;526434942.000,6072403870.000 ;526429236.000,6072401512.000 
Stadt Flensburg;00379;Lornsendamm;;526443702.000,6072432493.000 ;526443687.000,6072433888.000 
Stadt Flensburg;00242;Harrisleer Straﬂe;;526449496.000,6072470860.000 ;526443130.000,6072468771.000 
Stadt Flensburg;00379;Lornsendamm;;526444416.000,6072334086.000 ;526438516.000,6072335419.000 
Stadt Flensburg;00379;Lornsendamm;;526434473.000,6072328338.000 ;526430527.000,6072329747.000 
Stadt Flensburg;00242;Harrisleer Straﬂe;79;526425722.000,6072391188.000 ;526426401.000,6072389048.000 
Stadt Flensburg;00379;Lornsendamm;;526453737.000,6072302357.000 ;526453812.000,6072303639.000 
Stadt Flensburg;00379;Lornsendamm;;526457116.000,6072269643.000 ;526457668.000,6072270906.000 
Stadt Flensburg;00379;Lornsendamm;;526436732.000,6072363296.000 ;526437649.000,6072361538.000 
Stadt Flensburg;00242;Harrisleer Straﬂe;;526408371.000,6072512645.000 ;526410484.000,6072511591.000 
Stadt Flensburg;00242;Harrisleer Straﬂe;;526382620.000,6072540122.000 ;526384606.000,6072540570.000 
Stadt Flensburg;00407;Michelsenstraﬂe;9;527126167.000,6073081974.000 ;527126797.000,6073083316.000 
Stadt Flensburg;00407;Michelsenstraﬂe;15;527117176.000,6073112026.000 ;527117442.000,6073113965.000 
Stadt Flensburg;00407;Michelsenstraﬂe;27;527095975.000,6073175725.000 ;527097193.000,6073176990.000 
Stadt Flensburg;00407;Michelsenstraﬂe;27;527133716.000,6073049559.000 ;527134749.000,6073048677.000 
Stadt Flensburg;00236;Halkettstraﬂe;1;527123208.000,6073033812.000 ;527124933.000,6073033744.000 
Stadt Flensburg;00236;Halkettstraﬂe;1;527058745.000,6073029531.000 ;527058555.000,6073026954.000 
Stadt Flensburg;00407;Michelsenstraﬂe;7;527139857.000,6073018469.000 ;527139787.000,6073020387.000 
Stadt Flensburg;00236;Halkettstraﬂe;1;527087007.000,6073029958.000 ;527088026.000,6073030132.000 
Stadt Flensburg;00010;Alter Kupferm¸hlenweg;;526996502.000,6073081386.000 ;526999104.000,6073080581.000 
Stadt Flensburg;00121;Cornelius-Hansen-Weg;2;526926823.000,6073159649.000 ;526932402.000,6073162191.000 
Stadt Flensburg;00121;Cornelius-Hansen-Weg;;526952350.000,6073129506.000 ;526949083.000,6073127321.000 
Stadt Flensburg;00010;Alter Kupferm¸hlenweg;31;526971324.000,6073111864.000 ;526963039.000,6073110089.000 
Stadt Flensburg;00010;Alter Kupferm¸hlenweg;36;526992616.000,6073114851.000 ;526987097.000,6073116195.000 
Stadt Flensburg;00010;Alter Kupferm¸hlenweg;40;526988578.000,6073142366.000 ;526984058.000,6073139250.000 
Stadt Flensburg;00010;Alter Kupferm¸hlenweg;40;526983961.000,6073177185.000 ;526986460.000,6073179684.000 
Stadt Flensburg;00010;Alter Kupferm¸hlenweg;44b;526978662.000,6073211232.000 ;526981161.000,6073211370.000 
Stadt Flensburg;00010;Alter Kupferm¸hlenweg;46a;526973134.000,6073246140.000 ;526968870.000,6073243790.000 
Stadt Flensburg;00242;Harrisleer Straﬂe;;526440765.000,6072506898.000 ;526433333.000,6072506687.000 
Stadt Flensburg;00020;Am Katharinenhof;;526331689.000,6072572995.000 ;526332857.000,6072572757.000 
Stadt Flensburg;00379;Lornsendamm;;526402396.000,6072438383.000 ;526403294.000,6072437645.000 
Stadt Flensburg;00379;Lornsendamm;;526415033.000,6072415242.000 ;526416091.000,6072414738.000 
Stadt Flensburg;00379;Lornsendamm;;526401381.000,6072463247.000 ;526400855.000,6072464862.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526361141.000,6072443170.000 ;526363214.000,6072441836.000 
Stadt Flensburg;00379;Lornsendamm;;526377561.000,6072408600.000 ;526378241.000,6072409860.000 
Stadt Flensburg;00242;Harrisleer Straﬂe;;526432222.000,6072475837.000 ;526427165.000,6072477416.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526340061.000,6072417932.000 ;526336125.000,6072415202.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526225937.000,6072344986.000 ;526224295.000,6072346470.000 
Stadt Flensburg;00242;Harrisleer Straﬂe;;526391444.000,6072484338.000 ;526385217.000,6072482249.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526344421.000,6072461874.000 ;526344701.000,6072463415.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526324100.000,6072428280.000 ;526317375.000,6072427424.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526321120.000,6072443526.000 ;526314367.000,6072446796.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526322610.000,6072435903.000 ;526316039.000,6072435046.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526323355.000,6072432091.000 ;526316829.000,6072431053.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526321865.000,6072439714.000 ;526315294.000,6072438858.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526317093.000,6072425050.000 ;526310431.000,6072424419.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526315655.000,6072432408.000 ;526309310.000,6072431052.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526376315.000,6072480350.000 ;526375217.000,6072477755.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526357707.000,6072542573.000 ;526357150.000,6072543983.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526346480.000,6072548881.000 ;526341937.000,6072546038.000 
Stadt Flensburg;00379;Lornsendamm;;526402390.000,6072435897.000 ;526397854.000,6072433368.000 
Stadt Flensburg;00379;Lornsendamm;;526399977.000,6072438079.000 ;526393422.000,6072438301.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526374114.000,6072513582.000 ;526373556.000,6072515117.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526309466.000,6072597341.000 ;526310665.000,6072597394.000 
Stadt Flensburg;00384;Harrisleer Umgehung;;526286058.000,6072620595.000 ;526287420.000,6072620662.000 
Stadt Flensburg;00020;Am Katharinenhof;;526266826.000,6072647467.000 ;526267914.000,6072646860.000 
